'Elapsed time','D3'
'0:32.884',7.735
'0:32.888',7.745
'0:32.892',7.745
'0:32.896',7.735
'0:32.900',7.735
'0:32.904',7.715
'0:32.908',7.715
'0:32.912',7.715
'0:32.916',7.725
'0:32.920',7.735
'0:32.924',7.735
'0:32.928',7.715
'0:32.932',7.710
'0:32.936',7.710
'0:32.940',7.725
'0:32.944',7.715
'0:32.948',7.735
'0:32.952',7.735
'0:32.956',7.735
'0:32.960',7.725
'0:32.964',7.725
'0:32.968',7.715
'0:32.972',7.725
'0:32.976',7.715
'0:32.980',7.735
'0:32.984',7.735
'0:32.988',7.725
'0:32.992',7.715
'0:32.996',7.725
'0:33.000',7.760
'0:33.004',7.725
'0:33.008',7.715
'0:33.012',7.735
'0:33.016',7.725
'0:33.020',7.725
'0:33.024',7.710
'0:33.028',7.710
'0:33.032',7.715
'0:33.036',7.715
'0:33.040',7.715
'0:33.044',7.725
'0:33.048',7.725
'0:33.052',7.715
'0:33.056',7.710
'0:33.060',7.710
'0:33.064',7.745
'0:33.068',7.710
'0:33.072',7.715
'0:33.076',7.710
'0:33.080',7.715
'0:33.084',7.700
'0:33.088',7.715
'0:33.092',7.700
'0:33.096',7.690
'0:33.100',7.685
'0:33.104',7.665
'0:33.108',7.685
'0:33.112',7.685
'0:33.116',7.655
'0:33.120',7.650
'0:33.124',7.665
'0:33.128',7.685
'0:33.132',7.655
'0:33.136',7.640
'0:33.140',7.630
'0:33.144',7.640
'0:33.148',7.640
'0:33.152',7.665
'0:33.156',7.685
'0:33.160',7.690
'0:33.164',7.700
'0:33.168',7.690
'0:33.172',7.710
'0:33.176',7.710
'0:33.180',7.690
'0:33.184',7.700
'0:33.188',7.700
'0:33.192',7.710
'0:33.196',7.700
'0:33.200',7.710
'0:33.204',7.700
'0:33.208',7.715
'0:33.212',7.690
'0:33.216',7.725
'0:33.220',7.710
'0:33.224',7.745
'0:33.228',7.745
'0:33.232',7.675
'0:33.236',7.615
'0:33.240',7.315
'0:33.244',7.010
'0:33.248',6.820
'0:33.252',6.650
'0:33.256',6.410
'0:33.260',6.300
'0:33.264',6.615
'0:33.268',7.205
'0:33.272',7.690
'0:33.276',7.955
'0:33.280',8.010
'0:33.284',7.895
'0:33.288',7.735
'0:33.292',7.665
'0:33.296',7.625
'0:33.300',7.630
'0:33.304',7.590
'0:33.308',7.570
'0:33.312',7.600
'0:33.316',7.605
'0:33.320',7.600
'0:33.324',7.600
'0:33.328',7.600
'0:33.332',7.600
'0:33.336',7.600
'0:33.340',7.590
'0:33.344',7.570
'0:33.348',7.580
'0:33.352',7.590
'0:33.356',7.570
'0:33.360',7.565
'0:33.364',7.570
'0:33.368',7.570
'0:33.372',7.555
'0:33.376',7.545
'0:33.380',7.540
'0:33.384',7.540
'0:33.388',7.540
'0:33.392',7.540
'0:33.396',7.540
'0:33.400',7.540
'0:33.404',7.510
'0:33.408',7.545
'0:33.412',7.505
'0:33.416',7.520
'0:33.420',7.495
'0:33.424',7.480
'0:33.428',7.480
'0:33.432',7.470
'0:33.436',7.450
'0:33.440',7.445
'0:33.444',7.425
'0:33.448',7.410
'0:33.452',7.400
'0:33.456',7.390
'0:33.460',7.365
'0:33.464',7.365
'0:33.468',7.350
'0:33.472',7.290
'0:33.476',7.290
'0:33.480',7.255
'0:33.484',7.245
'0:33.488',7.215
'0:33.492',7.180
'0:33.496',7.145
'0:33.500',7.110
'0:33.504',7.070
'0:33.508',7.025
'0:33.512',7.010
'0:33.516',6.975
'0:33.520',6.930
'0:33.524',6.890
'0:33.528',6.855
'0:33.532',6.835
'0:33.536',6.795
'0:33.540',6.785
'0:33.544',6.795
'0:33.548',6.785
'0:33.552',6.810
'0:33.556',6.845
'0:33.560',6.880
'0:33.564',6.930
'0:33.568',7.000
'0:33.572',7.060
'0:33.576',7.130
'0:33.580',7.185
'0:33.584',7.240
'0:33.588',7.290
'0:33.592',7.350
'0:33.596',7.400
'0:33.600',7.425
'0:33.604',7.460
'0:33.608',7.480
'0:33.612',7.505
'0:33.616',7.520
'0:33.620',7.530
'0:33.624',7.545
'0:33.628',7.555
'0:33.632',7.565
'0:33.636',7.565
'0:33.640',7.570
'0:33.644',7.600
'0:33.648',7.570
'0:33.652',7.590
'0:33.656',7.590
'0:33.660',7.580
'0:33.664',7.580
'0:33.668',7.580
'0:33.672',7.580
'0:33.676',7.600
'0:33.680',7.600
'0:33.684',7.580
'0:33.688',7.625
'0:33.692',7.605
'0:33.696',7.615
'0:33.700',7.615
'0:33.704',7.600
'0:33.708',7.640
'0:33.712',7.615
'0:33.716',7.615
'0:33.720',7.625
'0:33.724',7.630
'0:33.728',7.630
'0:33.732',7.625
'0:33.736',7.625
'0:33.740',7.630
'0:33.744',7.630
'0:33.748',7.625
'0:33.752',7.625
'0:33.756',7.615
'0:33.760',7.615
'0:33.764',7.630
'0:33.768',7.615
'0:33.772',7.630
'0:33.776',7.630
'0:33.780',7.630
'0:33.784',7.625
'0:33.788',7.630
'0:33.792',7.630
'0:33.796',7.640
'0:33.800',7.630
'0:33.804',7.640
'0:33.808',7.665
'0:33.812',7.655
'0:33.816',7.650
'0:33.820',7.650
'0:33.824',7.665
'0:33.828',7.665
'0:33.832',7.665
'0:33.836',7.665
'0:33.840',7.655
'0:33.844',7.650
'0:33.848',7.675
'0:33.852',7.665
'0:33.856',7.665
'0:33.860',7.690
'0:33.864',7.665
'0:33.868',7.675
'0:33.872',7.665
'0:33.876',7.675
'0:33.880',7.710
'0:33.884',7.675
'0:33.888',7.675
'0:33.892',7.685
'0:33.896',7.685
'0:33.900',7.685
'0:33.904',7.685
'0:33.908',7.685
'0:33.912',7.690
'0:33.916',7.685
'0:33.920',7.675
'0:33.924',7.665
'0:33.928',7.690
'0:33.932',7.690
'0:33.936',7.675
'0:33.940',7.690
'0:33.944',7.710
'0:33.948',7.700
'0:33.952',7.700
'0:33.956',7.690
'0:33.960',7.700
'0:33.964',7.690
'0:33.968',7.700
'0:33.972',7.685
'0:33.976',7.710
'0:33.980',7.700
'0:33.984',7.700
'0:33.988',7.710
'0:33.992',7.700
'0:33.996',7.700
'0:34.000',7.710
'0:34.004',7.710
'0:34.008',7.710
'0:34.012',7.710
'0:34.016',7.710
'0:34.020',7.710
'0:34.024',7.710
'0:34.028',7.700
'0:34.032',7.710
'0:34.036',7.710
'0:34.040',7.710
'0:34.044',7.700
'0:34.048',7.700
'0:34.052',7.745
'0:34.056',7.710
'0:34.060',7.700
'0:34.064',7.700
'0:34.068',7.700
'0:34.072',7.710
'0:34.076',7.710
'0:34.080',7.710
'0:34.084',7.710
'0:34.088',7.710
'0:34.092',7.690
'0:34.096',7.710
'0:34.100',7.710
'0:34.104',7.710
'0:34.108',7.710
'0:34.112',7.715
'0:34.116',7.745
'0:34.120',7.725
'0:34.124',7.715
'0:34.128',7.725
'0:34.132',7.715
'0:34.136',7.725
'0:34.140',7.725
'0:34.144',7.735
'0:34.148',7.745
'0:34.152',7.750
'0:34.156',7.745
'0:34.160',7.735
'0:34.164',7.745
'0:34.168',7.745
'0:34.172',7.735
'0:34.176',7.725
'0:34.180',7.735
'0:34.184',7.710
'0:34.188',7.700
'0:34.192',7.700
'0:34.196',7.700
'0:34.200',7.690
'0:34.204',7.690
'0:34.208',7.690
'0:34.212',7.700
'0:34.216',7.690
'0:34.220',7.685
'0:34.224',7.700
'0:34.228',7.700
'0:34.232',7.690
'0:34.236',7.690
'0:34.240',7.665
'0:34.244',7.665
'0:34.248',7.665
'0:34.252',7.655
'0:34.256',7.650
'0:34.260',7.640
'0:34.264',7.640
'0:34.268',7.650
'0:34.272',7.665
'0:34.276',7.640
'0:34.280',7.615
'0:34.284',7.615
'0:34.288',7.665
'0:34.292',7.640
'0:34.296',7.650
'0:34.300',7.685
'0:34.304',7.685
'0:34.308',7.700
'0:34.312',7.690
'0:34.316',7.685
'0:34.320',7.675
'0:34.324',7.675
'0:34.328',7.675
'0:34.332',7.665
'0:34.336',7.685
'0:34.340',7.685
'0:34.344',7.685
'0:34.348',7.685
'0:34.352',7.700
'0:34.356',7.675
'0:34.360',7.685
'0:34.364',7.710
'0:34.368',7.710
'0:34.372',7.690
'0:34.376',7.640
'0:34.380',7.450
'0:34.384',7.160
'0:34.388',6.920
'0:34.392',6.775
'0:34.396',6.570
'0:34.400',6.315
'0:34.404',6.410
'0:34.408',6.855
'0:34.412',7.365
'0:34.416',7.715
'0:34.420',7.955
'0:34.424',7.950
'0:34.428',7.760
'0:34.432',7.655
'0:34.436',7.600
'0:34.440',7.570
'0:34.444',7.570
'0:34.448',7.565
'0:34.452',7.570
'0:34.456',7.590
'0:34.460',7.580
'0:34.464',7.580
'0:34.468',7.570
'0:34.472',7.570
'0:34.476',7.565
'0:34.480',7.570
'0:34.484',7.570
'0:34.488',7.570
'0:34.492',7.565
'0:34.496',7.565
'0:34.500',7.570
'0:34.504',7.580
'0:34.508',7.570
'0:34.512',7.565
'0:34.516',7.565
'0:34.520',7.545
'0:34.524',7.570
'0:34.528',7.545
'0:34.532',7.540
'0:34.536',7.540
'0:34.540',7.540
'0:34.544',7.540
'0:34.548',7.530
'0:34.552',7.520
'0:34.556',7.510
'0:34.560',7.495
'0:34.564',7.480
'0:34.568',7.485
'0:34.572',7.470
'0:34.576',7.470
'0:34.580',7.450
'0:34.584',7.435
'0:34.588',7.470
'0:34.592',7.425
'0:34.596',7.420
'0:34.600',7.410
'0:34.604',7.400
'0:34.608',7.375
'0:34.612',7.335
'0:34.616',7.325
'0:34.620',7.300
'0:34.624',7.275
'0:34.628',7.265
'0:34.632',7.220
'0:34.636',7.180
'0:34.640',7.130
'0:34.644',7.100
'0:34.648',7.085
'0:34.652',7.040
'0:34.656',7.000
'0:34.660',6.955
'0:34.664',6.920
'0:34.668',6.890
'0:34.672',6.855
'0:34.676',6.830
'0:34.680',6.820
'0:34.684',6.810
'0:34.688',6.810
'0:34.692',6.820
'0:34.696',6.820
'0:34.700',6.880
'0:34.704',6.930
'0:34.708',6.990
'0:34.712',7.060
'0:34.716',7.120
'0:34.720',7.185
'0:34.724',7.230
'0:34.728',7.300
'0:34.732',7.365
'0:34.736',7.390
'0:34.740',7.460
'0:34.744',7.470
'0:34.748',7.495
'0:34.752',7.510
'0:34.756',7.520
'0:34.760',7.545
'0:34.764',7.540
'0:34.768',7.565
'0:34.772',7.565
'0:34.776',7.570
'0:34.780',7.580
'0:34.784',7.580
'0:34.788',7.570
'0:34.792',7.580
'0:34.796',7.570
'0:34.800',7.570
'0:34.804',7.570
'0:34.808',7.600
'0:34.812',7.600
'0:34.816',7.600
'0:34.820',7.600
'0:34.824',7.625
'0:34.828',7.600
'0:34.832',7.615
'0:34.836',7.615
'0:34.840',7.605
'0:34.844',7.625
'0:34.848',7.615
'0:34.852',7.615
'0:34.856',7.615
'0:34.860',7.625
'0:34.864',7.615
'0:34.868',7.625
'0:34.872',7.640
'0:34.876',7.630
'0:34.880',7.640
'0:34.884',7.640
'0:34.888',7.640
'0:34.892',7.630
'0:34.896',7.630
'0:34.900',7.630
'0:34.904',7.640
'0:34.908',7.630
'0:34.912',7.630
'0:34.916',7.630
'0:34.920',7.640
'0:34.924',7.630
'0:34.928',7.630
'0:34.932',7.685
'0:34.936',7.655
'0:34.940',7.650
'0:34.944',7.640
'0:34.948',7.640
'0:34.952',7.655
'0:34.956',7.650
'0:34.960',7.665
'0:34.964',7.650
'0:34.968',7.655
'0:34.972',7.650
'0:34.976',7.650
'0:34.980',7.665
'0:34.984',7.650
'0:34.988',7.665
'0:34.992',7.650
'0:34.996',7.685
'0:35.000',7.675
'0:35.004',7.665
'0:35.008',7.665
'0:35.012',7.675
'0:35.016',7.675
'0:35.020',7.685
'0:35.024',7.685
'0:35.028',7.685
'0:35.032',7.675
'0:35.036',7.675
'0:35.040',7.665
'0:35.044',7.685
'0:35.048',7.690
'0:35.052',7.685
'0:35.056',7.675
'0:35.060',7.700
'0:35.064',7.690
'0:35.068',7.685
'0:35.072',7.690
'0:35.076',7.665
'0:35.080',7.675
'0:35.084',7.685
'0:35.088',7.675
'0:35.092',7.685
'0:35.096',7.690
'0:35.100',7.690
'0:35.104',7.685
'0:35.108',7.685
'0:35.112',7.690
'0:35.116',7.700
'0:35.120',7.685
'0:35.124',7.700
'0:35.128',7.710
'0:35.132',7.690
'0:35.136',7.700
'0:35.140',7.710
'0:35.144',7.700
'0:35.148',7.690
'0:35.152',7.675
'0:35.156',7.685
'0:35.160',7.685
'0:35.164',7.685
'0:35.168',7.715
'0:35.172',7.700
'0:35.176',7.685
'0:35.180',7.685
'0:35.184',7.710
'0:35.188',7.700
'0:35.192',7.700
'0:35.196',7.700
'0:35.200',7.700
'0:35.204',7.700
'0:35.208',7.710
'0:35.212',7.700
'0:35.216',7.700
'0:35.220',7.710
'0:35.224',7.710
'0:35.228',7.685
'0:35.232',7.710
'0:35.236',7.710
'0:35.240',7.710
'0:35.244',7.700
'0:35.248',7.710
'0:35.252',7.700
'0:35.256',7.710
'0:35.260',7.710
'0:35.264',7.700
'0:35.268',7.700
'0:35.272',7.710
'0:35.276',7.690
'0:35.280',7.700
'0:35.284',7.710
'0:35.288',7.710
'0:35.292',7.710
'0:35.296',7.710
'0:35.300',7.710
'0:35.304',7.710
'0:35.308',7.700
'0:35.312',7.700
'0:35.316',7.690
'0:35.320',7.710
'0:35.324',7.710
'0:35.328',7.700
'0:35.332',7.700
'0:35.336',7.700
'0:35.340',7.710
'0:35.344',7.700
'0:35.348',7.710
'0:35.352',7.710
'0:35.356',7.700
'0:35.360',7.710
'0:35.364',7.710
'0:35.368',7.710
'0:35.372',7.710
'0:35.376',7.710
'0:35.380',7.710
'0:35.384',7.735
'0:35.388',7.690
'0:35.392',7.685
'0:35.396',7.685
'0:35.400',7.675
'0:35.404',7.690
'0:35.408',7.665
'0:35.412',7.650
'0:35.416',7.665
'0:35.420',7.665
'0:35.424',7.675
'0:35.428',7.655
'0:35.432',7.650
'0:35.436',7.640
'0:35.440',7.640
'0:35.444',7.665
'0:35.448',7.675
'0:35.452',7.685
'0:35.456',7.685
'0:35.460',7.690
'0:35.464',7.685
'0:35.468',7.725
'0:35.472',7.690
'0:35.476',7.700
'0:35.480',7.700
'0:35.484',7.685
'0:35.488',7.685
'0:35.492',7.685
'0:35.496',7.700
'0:35.500',7.710
'0:35.504',7.700
'0:35.508',7.700
'0:35.512',7.710
'0:35.516',7.725
'0:35.520',7.735
'0:35.524',7.690
'0:35.528',7.625
'0:35.532',7.400
'0:35.536',7.130
'0:35.540',6.930
'0:35.544',6.805
'0:35.548',6.565
'0:35.552',6.400
'0:35.556',6.630
'0:35.560',7.110
'0:35.564',7.505
'0:35.568',7.820
'0:35.572',7.990
'0:35.576',7.930
'0:35.580',7.710
'0:35.584',7.630
'0:35.588',7.615
'0:35.592',7.615
'0:35.596',7.605
'0:35.600',7.590
'0:35.604',7.605
'0:35.608',7.605
'0:35.612',7.615
'0:35.616',7.600
'0:35.620',7.605
'0:35.624',7.605
'0:35.628',7.615
'0:35.632',7.605
'0:35.636',7.600
'0:35.640',7.640
'0:35.644',7.600
'0:35.648',7.600
'0:35.652',7.600
'0:35.656',7.580
'0:35.660',7.580
'0:35.664',7.580
'0:35.668',7.570
'0:35.672',7.590
'0:35.676',7.570
'0:35.680',7.565
'0:35.684',7.565
'0:35.688',7.570
'0:35.692',7.555
'0:35.696',7.555
'0:35.700',7.540
'0:35.704',7.570
'0:35.708',7.555
'0:35.712',7.530
'0:35.716',7.530
'0:35.720',7.520
'0:35.724',7.510
'0:35.728',7.505
'0:35.732',7.495
'0:35.736',7.480
'0:35.740',7.470
'0:35.744',7.450
'0:35.748',7.450
'0:35.752',7.425
'0:35.756',7.425
'0:35.760',7.400
'0:35.764',7.365
'0:35.768',7.360
'0:35.772',7.335
'0:35.776',7.315
'0:35.780',7.275
'0:35.784',7.265
'0:35.788',7.230
'0:35.792',7.195
'0:35.796',7.155
'0:35.800',7.110
'0:35.804',7.085
'0:35.808',7.060
'0:35.812',6.990
'0:35.816',6.980
'0:35.820',6.955
'0:35.824',6.930
'0:35.828',6.915
'0:35.832',6.890
'0:35.836',6.880
'0:35.840',6.880
'0:35.844',6.890
'0:35.848',6.930
'0:35.852',6.975
'0:35.856',7.015
'0:35.860',7.075
'0:35.864',7.135
'0:35.868',7.195
'0:35.872',7.265
'0:35.876',7.290
'0:35.880',7.360
'0:35.884',7.425
'0:35.888',7.460
'0:35.892',7.495
'0:35.896',7.520
'0:35.900',7.555
'0:35.904',7.570
'0:35.908',7.590
'0:35.912',7.600
'0:35.916',7.615
'0:35.920',7.630
'0:35.924',7.630
'0:35.928',7.625
'0:35.932',7.640
'0:35.936',7.640
'0:35.940',7.640
'0:35.944',7.640
'0:35.948',7.630
'0:35.952',7.640
'0:35.956',7.640
'0:35.960',7.640
'0:35.964',7.640
'0:35.968',7.640
'0:35.972',7.640
'0:35.976',7.655
'0:35.980',7.640
'0:35.984',7.655
'0:35.988',7.655
'0:35.992',7.665
'0:35.996',7.655
'0:36.000',7.665
'0:36.004',7.665
'0:36.008',7.675
'0:36.012',7.665
'0:36.016',7.675
'0:36.020',7.665
'0:36.024',7.655
'0:36.028',7.685
'0:36.032',7.665
'0:36.036',7.685
'0:36.040',7.675
'0:36.044',7.655
'0:36.048',7.685
'0:36.052',7.675
'0:36.056',7.675
'0:36.060',7.665
'0:36.064',7.655
'0:36.068',7.665
'0:36.072',7.665
'0:36.076',7.685
'0:36.080',7.675
'0:36.084',7.685
'0:36.088',7.685
'0:36.092',7.675
'0:36.096',7.675
'0:36.100',7.685
'0:36.104',7.690
'0:36.108',7.685
'0:36.112',7.710
'0:36.116',7.690
'0:36.120',7.690
'0:36.124',7.685
'0:36.128',7.685
'0:36.132',7.685
'0:36.136',7.685
'0:36.140',7.690
'0:36.144',7.685
'0:36.148',7.690
'0:36.152',7.710
'0:36.156',7.700
'0:36.160',7.700
'0:36.164',7.700
'0:36.168',7.710
'0:36.172',7.700
'0:36.176',7.700
'0:36.180',7.710
'0:36.184',7.710
'0:36.188',7.710
'0:36.192',7.690
'0:36.196',7.710
'0:36.200',7.710
'0:36.204',7.710
'0:36.208',7.700
'0:36.212',7.710
'0:36.216',7.710
'0:36.220',7.715
'0:36.224',7.710
'0:36.228',7.710
'0:36.232',7.710
'0:36.236',7.700
'0:36.240',7.700
'0:36.244',7.710
'0:36.248',7.710
'0:36.252',7.710
'0:36.256',7.700
'0:36.260',7.685
'0:36.264',7.710
'0:36.268',7.700
'0:36.272',7.710
'0:36.276',7.710
'0:36.280',7.710
'0:36.284',7.735
'0:36.288',7.700
'0:36.292',7.710
'0:36.296',7.710
'0:36.300',7.700
'0:36.304',7.710
'0:36.308',7.700
'0:36.312',7.710
'0:36.316',7.700
'0:36.320',7.715
'0:36.324',7.700
'0:36.328',7.700
'0:36.332',7.710
'0:36.336',7.710
'0:36.340',7.710
'0:36.344',7.700
'0:36.348',7.715
'0:36.352',7.690
'0:36.356',7.700
'0:36.360',7.710
'0:36.364',7.710
'0:36.368',7.710
'0:36.372',7.710
'0:36.376',7.710
'0:36.380',7.700
'0:36.384',7.700
'0:36.388',7.700
'0:36.392',7.710
'0:36.396',7.710
'0:36.400',7.700
'0:36.404',7.710
'0:36.408',7.685
'0:36.412',7.700
'0:36.416',7.700
'0:36.420',7.710
'0:36.424',7.700
'0:36.428',7.700
'0:36.432',7.690
'0:36.436',7.700
'0:36.440',7.690
'0:36.444',7.700
'0:36.448',7.700
'0:36.452',7.700
'0:36.456',7.725
'0:36.460',7.700
'0:36.464',7.685
'0:36.468',7.685
'0:36.472',7.690
'0:36.476',7.690
'0:36.480',7.675
'0:36.484',7.685
'0:36.488',7.685
'0:36.492',7.665
'0:36.496',7.685
'0:36.500',7.665
'0:36.504',7.690
'0:36.508',7.685
'0:36.512',7.675
'0:36.516',7.685
'0:36.520',7.710
'0:36.524',7.665
'0:36.528',7.665
'0:36.532',7.665
'0:36.536',7.655
'0:36.540',7.655
'0:36.544',7.665
'0:36.548',7.685
'0:36.552',7.685
'0:36.556',7.685
'0:36.560',7.665
'0:36.564',7.665
'0:36.568',7.685
'0:36.572',7.675
'0:36.576',7.655
'0:36.580',7.655
'0:36.584',7.675
'0:36.588',7.685
'0:36.592',7.675
'0:36.596',7.665
'0:36.600',7.655
'0:36.604',7.640
'0:36.608',7.615
'0:36.612',7.615
'0:36.616',7.615
'0:36.620',7.615
'0:36.624',7.600
'0:36.628',7.605
'0:36.632',7.640
'0:36.636',7.640
'0:36.640',7.640
'0:36.644',7.640
'0:36.648',7.640
'0:36.652',7.640
'0:36.656',7.640
'0:36.660',7.640
'0:36.664',7.640
'0:36.668',7.630
'0:36.672',7.630
'0:36.676',7.630
'0:36.680',7.640
'0:36.684',7.630
'0:36.688',7.630
'0:36.692',7.685
'0:36.696',7.690
'0:36.700',7.665
'0:36.704',7.615
'0:36.708',7.460
'0:36.712',7.180
'0:36.716',6.950
'0:36.720',6.805
'0:36.724',6.600
'0:36.728',6.365
'0:36.732',6.365
'0:36.736',6.750
'0:36.740',7.230
'0:36.744',7.570
'0:36.748',7.820
'0:36.752',7.830
'0:36.756',7.710
'0:36.760',7.605
'0:36.764',7.565
'0:36.768',7.540
'0:36.772',7.540
'0:36.776',7.530
'0:36.780',7.540
'0:36.784',7.545
'0:36.788',7.555
'0:36.792',7.545
'0:36.796',7.540
'0:36.800',7.545
'0:36.804',7.545
'0:36.808',7.540
'0:36.812',7.540
'0:36.816',7.540
'0:36.820',7.540
'0:36.824',7.540
'0:36.828',7.530
'0:36.832',7.530
'0:36.836',7.520
'0:36.840',7.520
'0:36.844',7.510
'0:36.848',7.510
'0:36.852',7.505
'0:36.856',7.510
'0:36.860',7.505
'0:36.864',7.530
'0:36.868',7.505
'0:36.872',7.485
'0:36.876',7.495
'0:36.880',7.480
'0:36.884',7.485
'0:36.888',7.470
'0:36.892',7.470
'0:36.896',7.450
'0:36.900',7.460
'0:36.904',7.435
'0:36.908',7.470
'0:36.912',7.425
'0:36.916',7.425
'0:36.920',7.420
'0:36.924',7.390
'0:36.928',7.365
'0:36.932',7.365
'0:36.936',7.365
'0:36.940',7.340
'0:36.944',7.315
'0:36.948',7.290
'0:36.952',7.265
'0:36.956',7.240
'0:36.960',7.220
'0:36.964',7.180
'0:36.968',7.155
'0:36.972',7.120
'0:36.976',7.070
'0:36.980',7.040
'0:36.984',7.010
'0:36.988',6.965
'0:36.992',6.905
'0:36.996',6.890
'0:37.000',6.880
'0:37.004',6.845
'0:37.008',6.820
'0:37.012',6.810
'0:37.016',6.805
'0:37.020',6.820
'0:37.024',6.845
'0:37.028',6.890
'0:37.032',6.940
'0:37.036',6.990
'0:37.040',7.040
'0:37.044',7.100
'0:37.048',7.180
'0:37.052',7.230
'0:37.056',7.275
'0:37.060',7.340
'0:37.064',7.365
'0:37.068',7.410
'0:37.072',7.435
'0:37.076',7.460
'0:37.080',7.485
'0:37.084',7.505
'0:37.088',7.520
'0:37.092',7.540
'0:37.096',7.540
'0:37.100',7.565
'0:37.104',7.545
'0:37.108',7.545
'0:37.112',7.565
'0:37.116',7.555
'0:37.120',7.565
'0:37.124',7.565
'0:37.128',7.570
'0:37.132',7.570
'0:37.136',7.570
'0:37.140',7.565
'0:37.144',7.570
'0:37.148',7.570
'0:37.152',7.570
'0:37.156',7.570
'0:37.160',7.570
'0:37.164',7.615
'0:37.168',7.590
'0:37.172',7.600
'0:37.176',7.605
'0:37.180',7.600
'0:37.184',7.600
'0:37.188',7.600
'0:37.192',7.615
'0:37.196',7.605
'0:37.200',7.615
'0:37.204',7.605
'0:37.208',7.625
'0:37.212',7.625
'0:37.216',7.615
'0:37.220',7.630
'0:37.224',7.625
'0:37.228',7.625
'0:37.232',7.625
'0:37.236',7.630
'0:37.240',7.630
'0:37.244',7.615
'0:37.248',7.615
'0:37.252',7.615
'0:37.256',7.630
'0:37.260',7.625
'0:37.264',7.630
'0:37.268',7.615
'0:37.272',7.615
'0:37.276',7.625
'0:37.280',7.625
'0:37.284',7.630
'0:37.288',7.640
'0:37.292',7.630
'0:37.296',7.630
'0:37.300',7.640
'0:37.304',7.640
'0:37.308',7.640
'0:37.312',7.640
'0:37.316',7.640
'0:37.320',7.630
'0:37.324',7.640
'0:37.328',7.630
'0:37.332',7.640
'0:37.336',7.685
'0:37.340',7.650
'0:37.344',7.650
'0:37.348',7.640
'0:37.352',7.640
'0:37.356',7.650
'0:37.360',7.640
'0:37.364',7.650
'0:37.368',7.650
'0:37.372',7.655
'0:37.376',7.650
'0:37.380',7.665
'0:37.384',7.655
'0:37.388',7.665
'0:37.392',7.655
'0:37.396',7.650
'0:37.400',7.690
'0:37.404',7.665
'0:37.408',7.655
'0:37.412',7.640
'0:37.416',7.665
'0:37.420',7.655
'0:37.424',7.655
'0:37.428',7.650
'0:37.432',7.655
'0:37.436',7.655
'0:37.440',7.665
'0:37.444',7.665
'0:37.448',7.665
'0:37.452',7.665
'0:37.456',7.675
'0:37.460',7.665
'0:37.464',7.690
'0:37.468',7.665
'0:37.472',7.665
'0:37.476',7.665
'0:37.480',7.675
'0:37.484',7.665
'0:37.488',7.665
'0:37.492',7.685
'0:37.496',7.685
'0:37.500',7.665
'0:37.504',7.655
'0:37.508',7.665
'0:37.512',7.675
'0:37.516',7.675
'0:37.520',7.675
'0:37.524',7.675
'0:37.528',7.685
'0:37.532',7.665
'0:37.536',7.665
'0:37.540',7.685
'0:37.544',7.675
'0:37.548',7.665
'0:37.552',7.675
'0:37.556',7.675
'0:37.560',7.675
'0:37.564',7.685
'0:37.568',7.675
'0:37.572',7.710
'0:37.576',7.685
'0:37.580',7.665
'0:37.584',7.665
'0:37.588',7.675
'0:37.592',7.685
'0:37.596',7.685
'0:37.600',7.675
'0:37.604',7.685
'0:37.608',7.685
'0:37.612',7.650
'0:37.616',7.665
'0:37.620',7.665
'0:37.624',7.675
'0:37.628',7.665
'0:37.632',7.655
'0:37.636',7.685
'0:37.640',7.665
'0:37.644',7.665
'0:37.648',7.665
'0:37.652',7.675
'0:37.656',7.650
'0:37.660',7.655
'0:37.664',7.650
'0:37.668',7.665
'0:37.672',7.650
'0:37.676',7.650
'0:37.680',7.650
'0:37.684',7.640
'0:37.688',7.655
'0:37.692',7.650
'0:37.696',7.650
'0:37.700',7.640
'0:37.704',7.650
'0:37.708',7.630
'0:37.712',7.630
'0:37.716',7.640
'0:37.720',7.640
'0:37.724',7.640
'0:37.728',7.640
'0:37.732',7.630
'0:37.736',7.630
'0:37.740',7.625
'0:37.744',7.665
'0:37.748',7.630
'0:37.752',7.640
'0:37.756',7.640
'0:37.760',7.640
'0:37.764',7.640
'0:37.768',7.640
'0:37.772',7.630
'0:37.776',7.640
'0:37.780',7.630
'0:37.784',7.625
'0:37.788',7.640
'0:37.792',7.630
'0:37.796',7.640
'0:37.800',7.640
'0:37.804',7.630
'0:37.808',7.640
'0:37.812',7.605
'0:37.816',7.600
'0:37.820',7.600
'0:37.824',7.600
'0:37.828',7.600
'0:37.832',7.600
'0:37.836',7.605
'0:37.840',7.615
'0:37.844',7.625
'0:37.848',7.630
'0:37.852',7.625
'0:37.856',7.625
'0:37.860',7.630
'0:37.864',7.625
'0:37.868',7.605
'0:37.872',7.640
'0:37.876',7.615
'0:37.880',7.625
'0:37.884',7.605
'0:37.888',7.615
'0:37.892',7.605
'0:37.896',7.615
'0:37.900',7.650
'0:37.904',7.700
'0:37.908',7.675
'0:37.912',7.600
'0:37.916',7.470
'0:37.920',7.180
'0:37.924',6.890
'0:37.928',6.710
'0:37.932',6.505
'0:37.936',6.215
'0:37.940',6.185
'0:37.944',6.555
'0:37.948',7.060
'0:37.952',7.460
'0:37.956',7.805
'0:37.960',7.895
'0:37.964',7.725
